NROEMPRESA;SEQCOMPRADOR;DTAVDA;DOCTOS;VLR_VENDA;LUCRO;VERBA;CATEGORIA
117;6;2026-05-02;522;36004,16;3476,98;164,42;AÇOUGUE
117;7;2026-05-02;610;11267,39;1581,90;19,40;LIQUIDA
117;8;2026-05-02;413;15789,89;179,23;490,83;COMMODITIES
117;9;2026-05-02;696;15494,40;4074,56;0,00;FLV
117;10;2026-05-02;623;2895,35;975,43;0,00;BAZAR
117;15;2026-05-02;1;4,34;0,84;0,00;OUTROS
117;16;2026-05-02;243;6040,61;954,22;0,00;LIMPEZA
117;18;2026-05-02;267;8120,59;2237,30;0,00;PERFUMARIA
117;1;2026-05-03;266;4648,27;1256,66;43,70;PAS
117;3;2026-05-03;489;8102,53;1868,62;168,60;SECA DOCE
117;4;2026-05-03;417;7246,45;2072,80;28,20;SECA SALG
117;5;2026-05-03;712;12115,70;3237,76;43,30;PADARIA
117;6;2026-05-03;527;32623,22;3376,68;142,77;AÇOUGUE
117;7;2026-05-03;595;7620,39;1160,02;6,58;LIQUIDA
117;8;2026-05-03;381;10699,98;30,72;57,00;COMMODITIES
117;9;2026-05-03;680;12706,09;3442,01;0,00;FLV
117;10;2026-05-03;646;2361,69;764,03;0,00;BAZAR
117;16;2026-05-03;173;4015,80;752,15;0,00;LIMPEZA
117;18;2026-05-03;219;4723,07;1333,30;0,00;PERFUMARIA
125;1;2026-05-01;197;2760,89;678,60;20,20;PAS
125;3;2026-05-01;322;3455,47;813,25;57,70;SECA DOCE
125;4;2026-05-01;307;3060,09;988,11;26,30;SECA SALG
125;5;2026-05-01;506;6867,95;2112,84;61,35;PADARIA
125;6;2026-05-01;388;23485,51;2305,17;0,00;AÇOUGUE
125;7;2026-05-01;429;5705,78;912,91;108,04;LIQUIDA
125;8;2026-05-01;313;4729,74;242,41;260,17;COMMODITIES
125;9;2026-05-01;490;7081,98;1302,36;0,00;FLV
125;10;2026-05-01;733;1330,21;444,44;0,00;BAZAR
125;16;2026-05-01;159;2239,50;447,49;10,00;LIMPEZA
125;18;2026-05-01;184;2912,18;833,03;4,00;PERFUMARIA
125;1;2026-05-02;174;2321,94;639,06;14,50;PAS
125;3;2026-05-02;281;3045,07;733,66;57,30;SECA DOCE
125;4;2026-05-02;265;2693,24;890,96;15,90;SECA SALG
125;5;2026-05-02;476;6480,83;1820,75;48,20;PADARIA
125;6;2026-05-02;344;18753,80;1914,25;0,00;AÇOUGUE
125;7;2026-05-02;401;4949,27;673,90;9,93;LIQUIDA
125;8;2026-05-02;236;4435,88;226,90;66,17;COMMODITIES
125;9;2026-05-02;401;5191,09;1134,33;0,00;FLV
125;10;2026-05-02;628;1043,59;349,01;0,00;BAZAR
125;16;2026-05-02;110;1590,23;301,27;0,00;LIMPEZA
125;18;2026-05-02;131;2101,64;571,73;0,00;PERFUMARIA
125;1;2026-05-03;201;2235,70;634,33;8,80;PAS
125;3;2026-05-03;312;3297,20;797,79;51,50;SECA DOCE
125;4;2026-05-03;326;2845,09;922,38;21,60;SECA SALG
125;5;2026-05-03;459;5904,91;1781,30;50,45;PADARIA
125;6;2026-05-03;359;14687,90;1544,08;0,00;AÇOUGUE
125;7;2026-05-03;484;5200,93;792,50;8,80;LIQUIDA
125;8;2026-05-03;246;3834,19;147,77;19,83;COMMODITIES
125;9;2026-05-03;489;5556,34;1249,40;0,00;FLV
125;10;2026-05-03;706;1583,26;532,12;0,00;BAZAR
125;16;2026-05-03;104;1507,49;370,95;10,00;LIMPEZA
125;18;2026-05-03;146;1992,58;582,47;0,00;PERFUMARIA
131;1;2026-05-01;297;4787,96;1304,54;40,80;PAS
131;3;2026-05-01;480;6915,82;1628,03;110,00;SECA DOCE
131;4;2026-05-01;538;8860,09;2479,86;30,57;SECA SALG
131;5;2026-05-01;562;8900,27;2555,59;102,35;PADARIA
131;6;2026-05-01;588;39756,69;4328,82;0,00;AÇOUGUE
131;7;2026-05-01;637;10595,68;1835,32;208,52;LIQUIDA
131;8;2026-05-01;534;17041,04;1342,64;1464,00;COMMODITIES
131;9;2026-05-01;701;11985,92;2292,81;0,00;FLV
131;10;2026-05-01;781;2744,48;885,82;0,00;BAZAR
131;16;2026-05-01;336;7788,00;1342,41;0,00;LIMPEZA
131;18;2026-05-01;306;9451,23;2553,12;18,00;PERFUMARIA
131;1;2026-05-02;285;5031,74;1360,50;29,00;PAS
131;3;2026-05-02;456;6059,72;1435,30;81,20;SECA DOCE
131;4;2026-05-02;422;6692,63;1935,61;42,80;SECA SALG
131;5;2026-05-02;515;7753,79;2275,04;75,75;PADARIA
131;6;2026-05-02;536;34600,34;4406,01;0,00;AÇOUGUE
131;7;2026-05-02;594;9333,29;1457,51;11,66;LIQUIDA
131;8;2026-05-02;432;12980,27;452,15;457,67;COMMODITIES
131;9;2026-05-02;618;10363,95;2186,10;0,00;FLV
131;10;2026-05-02;694;2112,72;663,06;0,00;BAZAR
131;16;2026-05-02;275;5630,32;931,25;0,00;LIMPEZA
131;18;2026-05-02;266;6574,47;1728,14;0,00;PERFUMARIA
131;1;2026-05-03;230;3176,97;862,30;21,20;PAS
131;3;2026-05-03;381;4626,28;1148,13;97,40;SECA DOCE
131;4;2026-05-03;358;4994,66;1453,58;27,55;SECA SALG
131;5;2026-05-03;450;7029,10;1529,98;37,35;PADARIA
131;6;2026-05-03;440;23193,31;2938,56;0,00;AÇOUGUE
131;7;2026-05-03;552;7530,34;1039,84;10,52;LIQUIDA
131;8;2026-05-03;382;9336,88;83,48;59,00;COMMODITIES
131;9;2026-05-03;565;8273,63;1719,20;0,00;FLV
131;10;2026-05-03;649;1783,12;566,74;0,00;BAZAR
131;16;2026-05-03;201;3721,57;551,69;0,00;LIMPEZA
131;18;2026-05-03;200;4339,28;1195,92;0,00;PERFUMARIA
215;1;2026-05-01;166;2117,27;463,80;10,70;PAS
215;3;2026-05-01;307;3844,04;915,48;51,50;SECA DOCE
215;4;2026-05-01;246;3076,46;944,03;10,17;SECA SALG
215;5;2026-05-01;326;5057,65;1600,69;55,65;PADARIA
215;6;2026-05-01;304;21269,38;1264,42;0,00;AÇOUGUE
215;7;2026-05-01;416;6265,99;899,33;133,66;LIQUIDA
215;8;2026-05-01;213;3982,25;379,00;54,50;COMMODITIES
215;9;2026-05-01;404;6309,74;949,21;0,00;FLV
215;10;2026-05-01;437;1622,08;534,29;0,00;BAZAR
215;16;2026-05-01;125;2045,02;396,10;0,00;LIMPEZA
215;18;2026-05-01;131;2367,79;711,82;4,00;PERFUMARIA
215;1;2026-05-02;154;2108,04;446,96;13,10;PAS
215;3;2026-05-02;281;3123,94;753,43;70,90;SECA DOCE
215;4;2026-05-02;209;2809,76;863,90;12,05;SECA SALG
215;5;2026-05-02;290;4274,87;1357,33;95,50;PADARIA
215;6;2026-05-02;293;19859,71;1721,22;0,00;AÇOUGUE
215;7;2026-05-02;366;5794,47;830,16;83,40;LIQUIDA
215;8;2026-05-02;213;4320,54;310,33;35,83;COMMODITIES
215;9;2026-05-02;382;6569,49;1352,53;0,00;FLV
215;10;2026-05-02;415;1228,15;409,28;0,00;BAZAR
215;16;2026-05-02;108;2073,68;415,87;0,00;LIMPEZA
215;18;2026-05-02;126;2161,51;609,94;0,00;PERFUMARIA
215;1;2026-05-03;169;2465,50;607,84;15,50;PAS
215;3;2026-05-03;251;3547,95;880,20;55,20;SECA DOCE
215;4;2026-05-03;205;2851,10;874,61;11,10;SECA SALG
215;5;2026-05-03;277;4496,64;1371,32;5,05;PADARIA
215;6;2026-05-03;272;17799,93;1875,99;0,00;AÇOUGUE
215;7;2026-05-03;370;5362,10;719,18;127,98;LIQUIDA
215;8;2026-05-03;206;4200,16;197,84;16,33;COMMODITIES
215;9;2026-05-03;369;5385,33;1149,24;0,00;FLV
215;10;2026-05-03;413;1383,79;465,34;0,00;BAZAR
215;16;2026-05-03;106;1829,87;411,66;0,00;LIMPEZA
215;18;2026-05-03;122;2279,23;689,28;0,00;PERFUMARIA
219;1;2026-05-01;312;4399,86;996,22;17,70;PAS
219;3;2026-05-01;479;5786,57;1329,26;101,00;SECA DOCE
219;4;2026-05-01;418;5025,65;1576,94;37,87;SECA SALG
219;5;2026-05-01;570;8596,14;2772,94;95,20;PADARIA
219;6;2026-05-01;713;58433,73;3083,47;0,00;AÇOUGUE
219;7;2026-05-01;643;10373,29;1692,17;263,09;LIQUIDA
219;8;2026-05-01;422;8862,29;726,22;560,33;COMMODITIES
219;9;2026-05-01;946;14050,24;2307,63;0,00;FLV
219;10;2026-05-01;1003;2772,80;892,17;0,00;BAZAR
219;15;2026-05-01;2;7,00;5,08;0,00;OUTROS
219;16;2026-05-01;222;3751,67;638,10;0,00;LIMPEZA
219;18;2026-05-01;237;4437,94;1306,87;0,00;PERFUMARIA
219;1;2026-05-02;253;3423,08;890,61;15,60;PAS
219;3;2026-05-02;476;5508,92;1264,73;90,60;SECA DOCE
219;4;2026-05-02;367;4291,44;1338,37;44,75;SECA SALG
219;5;2026-05-02;483;7524,60;2397,15;34,80;PADARIA
219;6;2026-05-02;619;42045,28;4267,03;0,00;AÇOUGUE
219;7;2026-05-02;532;7308,80;1115,77;2,68;LIQUIDA
219;8;2026-05-02;370;7914,65;476,82;237,83;COMMODITIES
219;9;2026-05-02;840;13424,23;2859,62;0,00;FLV
219;10;2026-05-02;859;2235,58;719,82;0,00;BAZAR
219;15;2026-05-02;2;13,00;9,44;0,00;OUTROS
219;16;2026-05-02;201;3488,72;666,78;0,00;LIMPEZA
219;18;2026-05-02;180;3315,18;969,15;2,00;PERFUMARIA
219;1;2026-05-03;240;3161,19;834,99;16,50;PAS
219;3;2026-05-03;430;4761,91;1093,53;61,50;SECA DOCE
219;4;2026-05-03;384;3785,56;1160,31;24,50;SECA SALG
219;5;2026-05-03;522;7780,13;2377,86;142,30;PADARIA
219;6;2026-05-03;582;32900,82;3610,20;0,00;AÇOUGUE
219;7;2026-05-03;549;6853,17;988,08;0,83;LIQUIDA
219;8;2026-05-03;365;6403,84;345,58;36,00;COMMODITIES
219;9;2026-05-03;795;12741,23;2785,17;0,00;FLV
219;10;2026-05-03;930;2032,59;665,40;0,00;BAZAR
219;15;2026-05-03;2;7,00;5,08;0,00;OUTROS
219;16;2026-05-03;154;2390,12;401,57;0,00;LIMPEZA
219;18;2026-05-03;182;3087,55;902,37;0,00;PERFUMARIA
222;1;2026-05-01;98;1344,62;345,10;13,20;PAS
222;3;2026-05-01;227;2349,26;599,68;16,90;SECA DOCE
222;4;2026-05-01;213;2188,75;734,83;11,06;SECA SALG
222;5;2026-05-01;245;4092,37;1271,92;28,25;PADARIA
222;6;2026-05-01;317;24043,90;1854,60;0,00;AÇOUGUE
222;7;2026-05-01;347;6325,51;903,22;93,80;LIQUIDA
222;8;2026-05-01;167;3494,18;219,80;223,67;COMMODITIES
222;9;2026-05-01;319;4856,61;936,95;0,00;FLV
222;10;2026-05-01;379;1233,00;375,38;0,00;BAZAR
222;16;2026-05-01;101;1974,41;486,75;0,00;LIMPEZA
222;18;2026-05-01;88;1723,15;471,71;0,00;PERFUMARIA
222;1;2026-05-02;98;1229,33;283,16;11,40;PAS
222;3;2026-05-02;170;1982,00;519,11;12,70;SECA DOCE
222;4;2026-05-02;144;1585,97;527,23;10,10;SECA SALG
222;5;2026-05-02;226;3284,95;1004,09;0,00;PADARIA
222;6;2026-05-02;258;20975,30;1985,58;0,00;AÇOUGUE
222;7;2026-05-02;328;4879,34;712,55;17,70;LIQUIDA
222;8;2026-05-02;130;2483,71;91,53;42,00;COMMODITIES
222;9;2026-05-02;286;4249,30;928,15;0,00;FLV
222;10;2026-05-02;337;959,62;308,46;0,00;BAZAR
222;16;2026-05-02;80;1290,77;251,58;0,00;LIMPEZA
222;18;2026-05-02;59;941,88;268,18;0,00;PERFUMARIA
222;1;2026-05-03;109;1360,50;316,31;11,10;PAS
222;3;2026-05-03;201;2257,78;585,32;22,40;SECA DOCE
222;4;2026-05-03;167;1701,04;571,37;2,60;SECA SALG
222;5;2026-05-03;238;3652,24;1087,85;0,00;PADARIA
222;6;2026-05-03;253;17896,05;1686,45;0,00;AÇOUGUE
222;7;2026-05-03;358;5034,98;823,78;13,60;LIQUIDA
222;8;2026-05-03;137;2948,18;15,06;15,33;COMMODITIES
222;9;2026-05-03;299;4131,29;911,41;0,00;FLV
222;10;2026-05-03;309;860,23;265,82;0,00;BAZAR
222;16;2026-05-03;85;1049,29;189,46;0,00;LIMPEZA
222;18;2026-05-03;75;1107,80;297,29;0,00;PERFUMARIA
